Retailer,InvoiceDate,Region,State,City,Product,Price per Unit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod,state_code
amazon,2019-01-09,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,1577,78850.0,42580.0,54.0,Online,VA
west gear,2019-01-09,Southeast,North Carolina,Charlotte,Men's Street Footwear,70.0,1833,128310.0,70570.0,55.0,Online,NC
walmart,2019-01-09,South,Tennessee,Knoxville,Women's Street Footwear,40.0,1039,41560.0,15380.0,37.0,In-store,TN
kohl's,2019-01-09,West,Arizona,Phoenix,Women's Street Footwear,40.0,1313,52520.0,21010.0,40.0,In-store,AZ
west gear,2019-01-09,Midwest,Missouri,St. Louis,Women's Street Footwear,65.0,1106,71890.0,40260.0,56.0,Outlet,MO
amazon,2019-01-09,South,Tennessee,Knoxville,Women's Street Footwear,65.0,1988,129220.0,43930.0,34.0,Online,TN
walmart,2019-01-09,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.0,1848,73920.0,42130.0,56.9999999999999,Online,VA
west gear,2019-01-09,Midwest,North Dakota,Fargo,Women's Apparel,35.0,1181,41335.0,19840.0,48.0,Outlet,ND
west gear,2019-01-09,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,1667,91685.0,34840.0,38.0,Online,FL
amazon,2019-01-09,South,Arkansas,Little Rock,Women's Street Footwear,40.0,1333,53320.0,21860.0,41.0,Online,AR
west gear,2019-01-09,South,Alabama,Birmingham,Men's Athletic Footwear,45.0,1748,78660.0,45620.0,57.9999999999999,Outlet,AL
foot locker,2019-01-10,Northeast,New York,New York,Men's Street Footwear,40.0,1404,56160.0,33700.0,60.0,Outlet,NY
west gear,2019-01-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,65.0,1608,104520.0,55400.0,53.0,Outlet,IN
walmart,2019-01-10,Midwest,Iowa,Des Moines,Men's Street Footwear,30.0,1724,51720.0,20690.0,40.0,Online,IA
west gear,2019-01-10,Midwest,Ohio,Columbus,Men's Street Footwear,60.0,1988,119280.0,36980.0,31.0,Outlet,OH
sports direct,2019-01-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,65.0,1002,65130.0,35170.0,54.0,Online,OH
west gear,2019-01-10,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,1059,58245.0,26210.0,45.0,Online,SD
walmart,2019-01-10,Southeast,Virginia,Richmond,Women's Street Footwear,40.0,1399,55960.0,18470.0,33.0,Online,VA
foot locker,2019-01-10,Midwest,Illinois,Chicago,Men's Street Footwear,30.0,1132,33960.0,16300.0,48.0,In-store,IL
foot locker,2019-01-10,Midwest,Iowa,Des Moines,Men's Athletic Footwear,65.0,1178,76570.0,31390.0,41.0,Outlet,IA
walmart,2019-01-10,Midwest,Missouri,St. Louis,Women's Street Footwear,70.0,1512,105840.0,61390.0,57.9999999999999,Outlet,MO
walmart,2019-01-10,West,Hawaii,Honolulu,Women's Street Footwear,30.0,1732,51960.0,16630.0,32.0,In-store,HI
walmart,2019-01-10,Southeast,Georgia,Atlanta,Men's Apparel,65.0,1935,125775.0,69180.0,55.0,In-store,GA
kohl's,2019-01-10,South,Louisiana,New Orleans,Men's Athletic Footwear,65.0,1832,119080.0,64300.0,54.0,Outlet,LA
west gear,2019-01-10,West,Nevada,Las Vegas,Men's Athletic Footwear,35.0,1597,55895.0,30740.0,55.0,Outlet,NV
kohl's,2019-01-10,Northeast,Vermont,Burlington,Men's Apparel,50.0,1835,91750.0,44040.0,48.0,In-store,VT
west gear,2019-01-10,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35.0,1083,37905.0,12130.0,32.0,Online,DE
walmart,2019-01-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,1073,53650.0,30040.0,56.0,Outlet,VT
west gear,2019-01-10,South,Texas,Houston,Men's Athletic Footwear,40.0,1777,71080.0,32700.0,46.0,Outlet,TX
sports direct,2019-01-10,South,Tennessee,Knoxville,Women's Athletic Footwear,55.0,1315,72325.0,26760.0,37.0,Outlet,TN
sports direct,2019-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40.0,1653,66120.0,38350.0,57.9999999999999,Online,WI
west gear,2019-01-10,West,California,San Francisco,Men's Athletic Footwear,40.0,1151,46040.0,20720.0,45.0,In-store,CA
foot locker,2019-01-10,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,1571,70695.0,29690.0,42.0,In-store,NC
west gear,2019-01-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55.0,1798,98890.0,39560.0,40.0,Online,MN
west gear,2019-01-10,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,1627,89485.0,40270.0,45.0,In-store,VA
walmart,2019-01-10,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,1378,68900.0,41340.0,60.0,Online,FL
kohl's,2019-01-11,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.0,1796,71840.0,24430.0,34.0,In-store,OK
foot locker,2019-01-11,West,Idaho,Boise,Men's Apparel,35.0,1807,63245.0,22140.0,35.0,Outlet,ID
kohl's,2019-01-11,Northeast,Connecticut,Hartford,Women's Apparel,70.0,1639,114730.0,47040.0,41.0,Outlet,CT
west gear,2019-01-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,70.0,1707,119490.0,71690.0,60.0,Outlet,IN
walmart,2019-01-11,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,1603,96180.0,57710.0,60.0,In-store,PA
amazon,2019-01-11,South,Tennessee,Knoxville,Women's Apparel,65.0,1661,107965.0,64780.0,60.0,Online,TN
kohl's,2019-01-11,West,New Mexico,Albuquerque,Men's Apparel,70.0,1399,97930.0,31340.0,32.0,Outlet,NM
foot locker,2019-01-11,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,1525,99125.0,59480.0,60.0,In-store,NH
sports direct,2019-01-11,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.0,1520,53200.0,18620.0,35.0,Online,GA
kohl's,2019-01-11,Midwest,Michigan,Detroit,Women's Apparel,50.0,1804,90200.0,38790.0,43.0,Online,MI
kohl's,2019-01-11,West,California,San Francisco,Men's Apparel,45.0,1473,66285.0,29170.0,44.0,In-store,CA
walmart,2019-01-11,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50.0,1879,93950.0,48850.0,52.0,Outlet,IA
west gear,2019-01-11,Southeast,Kentucky,Louisville,Men's Apparel,60.0,1620,97200.0,34990.0,36.0,Outlet,KY
amazon,2019-01-11,Northeast,New York,Albany,Women's Athletic Footwear,65.0,1657,107705.0,62470.0,57.9999999999999,Online,NY
amazon,2019-01-11,West,Wyoming,Cheyenne,Women's Apparel,45.0,1448,65160.0,32580.0,50.0,Online,WY
sports direct,2019-01-11,Northeast,Maine,Portland,Women's Apparel,60.0,1404,84240.0,30330.0,36.0,Online,ME
kohl's,2019-01-11,Midwest,Montana,Billings,Women's Apparel,40.0,1637,65480.0,36670.0,56.0,In-store,MT
amazon,2019-01-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,40.0,1795,71800.0,27280.0,38.0,Online,SD
foot locker,2019-01-11,South,Louisiana,New Orleans,Men's Apparel,60.0,1883,112980.0,55360.0,49.0,In-store,LA
sports direct,2019-01-11,South,Alabama,Birmingham,Women's Athletic Footwear,30.0,1747,52410.0,30920.0,59.0,In-store,AL
west gear,2019-01-11,West,Washington,Seattle,Women's Apparel,65.0,1432,93080.0,29790.0,32.0,In-store,WA
foot locker,2019-01-11,Northeast,Maryland,Baltimore,Men's Athletic Footwear,70.0,1857,129990.0,71490.0,55.0,In-store,MD
sports direct,2019-01-11,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,1495,44850.0,22420.0,50.0,In-store,NC
amazon,2019-01-11,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,55.0,1559,85745.0,48870.0,56.9999999999999,Online,WI
amazon,2019-01-11,South,Mississippi,Jackson,Men's Street Footwear,35.0,1316,46060.0,15200.0,33.0,Online,MS
foot locker,2019-01-12,Northeast,Maryland,Baltimore,Men's Apparel,30.0,1430,42900.0,18020.0,42.0,In-store,MD
amazon,2019-01-12,Midwest,Missouri,St. Louis,Women's Athletic Footwear,55.0,1581,86955.0,33040.0,38.0,Online,MO
amazon,2019-01-12,South,Mississippi,Jackson,Women's Athletic Footwear,35.0,1111,38885.0,21390.0,55.0,Online,MS
sports direct,2019-01-12,South,Tennessee,Knoxville,Women's Apparel,35.0,1241,43435.0,16510.0,38.0,Online,TN
walmart,2019-01-12,West,Washington,Seattle,Men's Street Footwear,30.0,1309,39270.0,20420.0,52.0,Outlet,WA
foot locker,2019-01-12,Southeast,South Carolina,Charleston,Women's Apparel,40.0,1831,73240.0,37350.0,51.0,Outlet,SC
west gear,2019-01-12,Midwest,Wisconsin,Milwaukee,Women's Apparel,55.0,1635,89925.0,52160.0,57.9999999999999,Outlet,WI
foot locker,2019-01-12,Midwest,Ohio,Columbus,Women's Apparel,40.0,1693,67720.0,38600.0,56.9999999999999,Online,OH
sports direct,2019-01-12,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,1157,57850.0,26030.0,45.0,In-store,MS
kohl's,2019-01-12,Midwest,Iowa,Des Moines,Women's Apparel,35.0,1789,62615.0,23170.0,37.0,Online,IA
west gear,2019-01-12,West,Oregon,Portland,Men's Athletic Footwear,65.0,1156,75140.0,33060.0,44.0,Outlet,OR
kohl's,2019-01-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,1184,65120.0,29960.0,46.0,In-store,WY
foot locker,2019-01-12,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,1933,106315.0,53160.0,50.0,Outlet,NM
kohl's,2019-01-12,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.0,1317,46095.0,26270.0,56.9999999999999,In-store,WI
kohl's,2019-01-12,Southeast,Virginia,Richmond,Men's Apparel,30.0,1586,47580.0,14270.0,30.0,Outlet,VA
foot locker,2019-01-12,West,Arizona,Phoenix,Men's Apparel,35.0,1098,38430.0,16140.0,42.0,Outlet,AZ
kohl's,2019-01-12,Midwest,Michigan,Detroit,Women's Athletic Footwear,55.0,1465,80575.0,32230.0,40.0,In-store,MI
walmart,2019-01-12,West,Idaho,Boise,Men's Apparel,40.0,1420,56800.0,19310.0,34.0,In-store,ID
walmart,2019-01-12,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,1423,78265.0,44610.0,56.9999999999999,Online,PA
kohl's,2019-01-12,Southeast,Florida,Orlando,Men's Street Footwear,65.0,1577,102505.0,57400.0,56.0,In-store,FL
walmart,2019-01-12,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,1343,73865.0,39890.0,54.0,In-store,GA
foot locker,2019-01-12,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,1391,83460.0,35890.0,43.0,In-store,NM
amazon,2019-01-12,West,Arizona,Phoenix,Women's Apparel,70.0,1904,133280.0,54640.0,41.0,Online,AZ
foot locker,2019-01-12,South,Arkansas,Little Rock,Men's Street Footwear,60.0,1897,113820.0,46670.0,41.0,Outlet,AR
amazon,2019-01-12,Southeast,Virginia,Richmond,Women's Apparel,45.0,1400,63000.0,26460.0,42.0,Online,VA
west gear,2019-01-13,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,1821,81945.0,39330.0,48.0,Online,MI
kohl's,2019-01-13,South,Texas,Dallas,Men's Street Footwear,60.0,1632,97920.0,42110.0,43.0,Outlet,TX
sports direct,2019-01-13,South,Alabama,Birmingham,Men's Street Footwear,50.0,1300,65000.0,26650.0,41.0,Outlet,AL
amazon,2019-01-13,Southeast,Florida,Miami,Women's Athletic Footwear,60.0,1614,96840.0,40670.0,42.0,Online,FL
walmart,2019-01-13,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,1256,43960.0,13630.0,31.0,In-store,KY
west gear,2019-01-13,South,Mississippi,Jackson,Women's Apparel,45.0,1649,74205.0,28200.0,38.0,In-store,MS
sports direct,2019-01-13,Southeast,Kentucky,Louisville,Women's Apparel,50.0,1817,90850.0,52690.0,57.9999999999999,Online,KY
amazon,2019-01-13,Southeast,Florida,Orlando,Men's Athletic Footwear,30.0,1271,38130.0,22120.0,57.9999999999999,Online,FL
sports direct,2019-01-13,Northeast,Delaware,Wilmington,Men's Apparel,30.0,1858,55740.0,33440.0,60.0,Online,DE
sports direct,2019-01-13,South,Oklahoma,Oklahoma City,Men's Street Footwear,35.0,1697,59395.0,18410.0,31.0,In-store,OK
amazon,2019-01-13,West,Utah,Salt Lake City,Women's Athletic Footwear,70.0,1752,122640.0,66230.0,54.0,Online,UT
walmart,2019-01-13,Midwest,Nebraska,Omaha,Men's Athletic Footwear,50.0,1413,70650.0,24020.0,34.0,Outlet,NE
walmart,2019-01-13,Northeast,West Virginia,Charleston,Men's Street Footwear,30.0,1191,35730.0,18220.0,51.0,Outlet,WV
foot locker,2019-01-13,West,Hawaii,Honolulu,Women's Street Footwear,60.0,1029,61740.0,22230.0,36.0,In-store,HI
foot locker,2019-01-13,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,45.0,1105,49725.0,27850.0,56.0,Online,PA
west gear,2019-01-13,South,Arkansas,Little Rock,Men's Apparel,40.0,1036,41440.0,15330.0,37.0,Online,AR
walmart,2019-01-13,Midwest,Missouri,St. Louis,Women's Athletic Footwear,45.0,1705,76725.0,26090.0,34.0,Online,MO
foot locker,2019-01-13,West,Hawaii,Honolulu,Women's Apparel,55.0,1929,106095.0,54110.0,51.0,In-store,HI
kohl's,2019-01-13,Southeast,Kentucky,Louisville,Women's Street Footwear,60.0,1908,114480.0,62960.0,55.0,Outlet,KY
kohl's,2019-01-13,Northeast,Delaware,Wilmington,Men's Street Footwear,50.0,1552,77600.0,24060.0,31.0,Outlet,DE
walmart,2019-01-13,South,Texas,Houston,Men's Athletic Footwear,50.0,1283,64150.0,25660.0,40.0,Outlet,TX
walmart,2019-01-13,Northeast,New York,New York,Men's Street Footwear,40.0,1506,60240.0,33130.0,55.0,In-store,NY
amazon,2019-01-13,Midwest,North Dakota,Fargo,Men's Apparel,55.0,1321,72655.0,23250.0,32.0,Online,ND
walmart,2019-01-13,West,Hawaii,Honolulu,Women's Apparel,55.0,1315,72325.0,23870.0,33.0,Outlet,HI
foot locker,2019-01-13,Southeast,South Carolina,Charleston,Women's Apparel,40.0,1804,72160.0,24530.0,34.0,In-store,SC
foot locker,2019-01-14,Northeast,Maine,Portland,Men's Street Footwear,30.0,1977,59310.0,29660.0,50.0,In-store,ME
kohl's,2019-01-14,Northeast,Vermont,Burlington,Women's Street Footwear,65.0,1005,65325.0,30700.0,47.0,Outlet,VT
foot locker,2019-01-14,Midwest,Missouri,St. Louis,Women's Athletic Footwear,50.0,1689,84450.0,50670.0,60.0,In-store,MO
walmart,2019-01-14,Midwest,Illinois,Chicago,Men's Apparel,60.0,1692,101520.0,55840.0,55.0,Outlet,IL
walmart,2019-01-14,West,Oregon,Portland,Women's Apparel,45.0,1343,60435.0,29010.0,48.0,In-store,OR
kohl's,2019-01-14,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,1050,52500.0,16800.0,32.0,Outlet,HI
kohl's,2019-01-14,Southeast,Florida,Orlando,Women's Apparel,65.0,1206,78390.0,38410.0,49.0,In-store,FL
kohl's,2019-01-14,Southeast,Florida,Miami,Men's Street Footwear,65.0,1662,108030.0,51850.0,48.0,Outlet,FL
walmart,2019-01-14,Northeast,Maine,Portland,Women's Apparel,45.0,1964,88380.0,36240.0,41.0,In-store,ME
walmart,2019-01-14,West,Oregon,Portland,Men's Athletic Footwear,40.0,1766,70640.0,24720.0,35.0,Online,OR
walmart,2019-01-14,Southeast,South Carolina,Charleston,Women's Apparel,40.0,1638,65520.0,24900.0,38.0,Outlet,SC
foot locker,2019-01-14,West,Washington,Seattle,Women's Apparel,45.0,1450,65250.0,23490.0,36.0,Online,WA
amazon,2019-01-14,South,Arkansas,Little Rock,Women's Apparel,60.0,1282,76920.0,40770.0,53.0,Online,AR
amazon,2019-01-14,South,Texas,Houston,Men's Apparel,35.0,1887,66045.0,33680.0,51.0,Online,TX
sports direct,2019-01-14,South,Oklahoma,Oklahoma City,Men's Apparel,50.0,1186,59300.0,24310.0,41.0,Online,OK
sports direct,2019-01-14,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,1304,58680.0,31690.0,54.0,Outlet,SC
west gear,2019-01-14,West,Utah,Salt Lake City,Men's Athletic Footwear,55.0,1715,94325.0,49050.0,52.0,Online,UT
foot locker,2019-01-14,Midwest,Wisconsin,Milwaukee,Women's Apparel,45.0,1453,65385.0,32040.0,49.0,Outlet,WI
foot locker,2019-01-14,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,1686,101160.0,50580.0,50.0,Outlet,NC
foot locker,2019-01-14,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.0,1280,51200.0,29700.0,57.9999999999999,Online,SD
kohl's,2019-01-14,Northeast,West Virginia,Charleston,Women's Apparel,35.0,1157,40495.0,15390.0,38.0,In-store,WV
sports direct,2019-01-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,1510,67950.0,22420.0,33.0,Outlet,DE
west gear,2019-01-14,West,Arizona,Phoenix,Women's Street Footwear,45.0,1848,83160.0,28270.0,34.0,Outlet,AZ
sports direct,2019-01-14,Southeast,Virginia,Richmond,Men's Street Footwear,70.0,1653,115710.0,43970.0,38.0,Online,VA
sports direct,2019-01-14,South,Texas,Dallas,Men's Athletic Footwear,45.0,1086,48870.0,20530.0,42.0,Outlet,TX
west gear,2019-01-15,Midwest,Illinois,Chicago,Women's Street Footwear,35.0,1062,37170.0,17840.0,48.0,Online,IL
foot locker,2019-01-15,Midwest,Nebraska,Omaha,Men's Street Footwear,35.0,1338,46830.0,19200.0,41.0,Online,NE
foot locker,2019-01-15,Midwest,Iowa,Des Moines,Men's Apparel,35.0,1391,48685.0,19470.0,40.0,In-store,IA
walmart,2019-01-15,Northeast,Delaware,Wilmington,Women's Apparel,35.0,1058,37030.0,13330.0,36.0,Online,DE
west gear,2019-01-15,Southeast,Florida,Miami,Women's Street Footwear,55.0,1002,55110.0,16530.0,30.0,In-store,FL
foot locker,2019-01-15,Midwest,South Dakota,Sioux Falls,Men's Apparel,40.0,1739,69560.0,29220.0,42.0,Outlet,SD
walmart,2019-01-15,West,Wyoming,Cheyenne,Women's Athletic Footwear,50.0,1432,71600.0,34370.0,48.0,In-store,WY
walmart,2019-01-15,South,Oklahoma,Oklahoma City,Women's Apparel,50.0,1842,92100.0,46970.0,51.0,In-store,OK
walmart,2019-01-15,West,Washington,Seattle,Women's Street Footwear,60.0,1216,72960.0,25540.0,35.0,Outlet,WA
walmart,2019-01-15,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.0,1336,73480.0,30860.0,42.0,Online,OK
sports direct,2019-01-15,Southeast,Florida,Miami,Men's Street Footwear,55.0,1618,88990.0,48050.0,54.0,Outlet,FL
west gear,2019-01-15,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,1781,89050.0,37400.0,42.0,Outlet,VA
sports direct,2019-01-15,South,Texas,Dallas,Women's Athletic Footwear,55.0,1387,76285.0,26700.0,35.0,In-store,TX
foot locker,2019-01-15,South,Mississippi,Jackson,Women's Street Footwear,40.0,1004,40160.0,17670.0,44.0,Outlet,MS
kohl's,2019-01-15,South,Tennessee,Knoxville,Women's Athletic Footwear,60.0,1277,76620.0,45210.0,59.0,Outlet,TN
west gear,2019-01-15,Northeast,Maryland,Baltimore,Men's Athletic Footwear,55.0,1630,89650.0,32270.0,36.0,Outlet,MD
sports direct,2019-01-15,Southeast,Florida,Orlando,Men's Athletic Footwear,35.0,1625,56875.0,18770.0,33.0,Online,FL
sports direct,2019-01-15,West,California,San Francisco,Women's Apparel,35.0,1646,57610.0,19590.0,34.0,Online,CA
kohl's,2019-01-15,Midwest,Ohio,Columbus,Women's Athletic Footwear,50.0,1179,58950.0,18270.0,31.0,Outlet,OH
amazon,2019-01-15,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,1545,92700.0,32440.0,35.0,Online,NC
sports direct,2019-01-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,1522,68490.0,29450.0,43.0,Outlet,MA
foot locker,2019-01-15,South,Louisiana,New Orleans,Women's Street Footwear,55.0,1154,63470.0,20310.0,32.0,Online,LA
kohl's,2019-01-15,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40.0,1065,42600.0,14480.0,34.0,Online,SC
walmart,2019-01-15,Midwest,Missouri,St. Louis,Women's Apparel,45.0,1083,48735.0,17540.0,36.0,Outlet,MO
amazon,2019-01-15,Southeast,South Carolina,Charleston,Women's Street Footwear,30.0,1112,33360.0,18350.0,55.0,Online,SC
sports direct,2019-01-16,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,1871,65485.0,37330.0,56.9999999999999,Outlet,NC
kohl's,2019-01-16,West,California,San Francisco,Men's Street Footwear,50.0,1458,72900.0,32800.0,45.0,Online,CA
foot locker,2019-01-16,West,Colorado,Denver,Women's Apparel,60.0,1968,118080.0,68490.0,57.9999999999999,Online,CO
amazon,2019-01-16,Midwest,Ohio,Columbus,Women's Apparel,45.0,1206,54270.0,29310.0,54.0,Online,OH
west gear,2019-01-16,West,Oregon,Portland,Women's Athletic Footwear,40.0,1346,53840.0,26380.0,49.0,Outlet,OR
kohl's,2019-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,60.0,1213,72780.0,29110.0,40.0,In-store,OK
walmart,2019-01-16,West,California,Los Angeles,Men's Street Footwear,60.0,1614,96840.0,44550.0,46.0,Outlet,CA
foot locker,2019-01-16,Southeast,South Carolina,Charleston,Men's Apparel,55.0,1245,68475.0,38350.0,56.0,In-store,SC
sports direct,2019-01-16,South,Louisiana,New Orleans,Men's Athletic Footwear,50.0,1693,84650.0,25400.0,30.0,Outlet,LA
west gear,2019-01-16,Northeast,Delaware,Wilmington,Women's Street Footwear,60.0,1769,106140.0,53070.0,50.0,Online,DE
sports direct,2019-01-16,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,1907,76280.0,42720.0,56.0,Outlet,ND
foot locker,2019-01-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,30.0,1724,51720.0,19650.0,38.0,Outlet,MN
west gear,2019-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,45.0,1987,89415.0,41130.0,46.0,Outlet,OK
amazon,2019-01-16,West,California,Los Angeles,Men's Street Footwear,60.0,1378,82680.0,42990.0,52.0,Online,CA
amazon,2019-01-16,Northeast,Maryland,Baltimore,Men's Athletic Footwear,60.0,1832,109920.0,54960.0,50.0,Online,MD
sports direct,2019-01-16,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,1201,60050.0,34830.0,57.9999999999999,In-store,NJ
foot locker,2019-01-16,Midwest,Missouri,St. Louis,Women's Street Footwear,35.0,1636,57260.0,33210.0,57.9999999999999,Outlet,MO
kohl's,2019-01-16,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35.0,1736,60760.0,19440.0,32.0,In-store,PA
sports direct,2019-01-16,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,1580,102700.0,39030.0,38.0,Outlet,NH
foot locker,2019-01-16,Northeast,Connecticut,Hartford,Women's Apparel,40.0,1459,58360.0,32100.0,55.0,In-store,CT
sports direct,2019-01-16,Southeast,Georgia,Atlanta,Women's Apparel,60.0,1119,67140.0,25510.0,38.0,Outlet,GA
foot locker,2019-01-16,West,Arizona,Phoenix,Women's Street Footwear,50.0,1214,60700.0,26710.0,44.0,Online,AZ
amazon,2019-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,60.0,1094,65640.0,32160.0,49.0,Online,OK
